type,date,symbol,currentPrice,open,previousClose,dayLow,dayHigh,recommendation,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,totalRevenue,revenuePerShare,totalDebt,debtToEquity,totalCash,totalCashPerShare,ebitda,earningsGrowth,revenueGrowth
Stock,2024-06-03T16:18:29.459994,GOOGL,172.29,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:18:29.542619,META,474.32,470.87,466.83,468.24,476.66,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:18:29.626581,TSLA,179.56,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:18:29.711912,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:18:29.801745,JNJ,148.41,147.25,146.67,146.825,148.725,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:18:29.890045,JPM,201.5338,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:18:29.973886,NVDA,1132.3066,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:18:30.058161,V,270.45,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:18:30.144861,UNH,497.77,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:18:30.233200,HD,330.9171,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:18:30.323651,PG,165.99,163.93,164.54,163.69,166.065,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:18:30.404500,MA,441.17,443.48,447.07,441.14,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:18:30.496061,PYPL,63.21,63.03,62.99,62.58,63.33,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:18:30.582970,DIS,103.0,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:18:30.667655,BAC,39.815,40.04,39.99,39.645,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:18:30.755693,TSM,154.41,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:18:30.855831,CMCSA,39.68,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:18:40.958805,AAPL,194.84,192.98,192.25,192.53,194.84,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:18:41.044141,MSFT,414.4,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:18:41.126484,AMZN,176.935,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:18:41.206208,GOOGL,172.39,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:18:41.288350,META,474.305,470.87,466.83,468.24,476.66,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:18:41.372496,TSLA,179.7748,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:18:41.451111,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:18:41.546414,JNJ,148.42,147.25,146.67,146.825,148.725,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:18:41.634208,JPM,201.5232,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:18:41.722426,NVDA,1133.5168,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:18:41.805783,V,270.49,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:18:41.889684,UNH,497.77,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:18:41.970405,HD,330.92,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:18:42.052261,PG,165.99,163.93,164.54,163.69,166.065,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:18:42.133452,MA,441.17,443.48,447.07,441.14,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:18:42.219497,PYPL,63.2,63.03,62.99,62.58,63.33,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:18:42.299211,DIS,103.0,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:18:42.380908,BAC,39.8199,40.04,39.99,39.645,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:18:42.467949,TSM,154.5,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:18:42.551368,CMCSA,39.7,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:18:52.652279,AAPL,194.86,192.98,192.25,192.53,194.87,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:18:52.744070,MSFT,414.49,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:18:52.827412,AMZN,177.05,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:18:52.935315,GOOGL,172.42,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:18:53.021059,META,474.53,470.87,466.83,468.24,476.66,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:18:53.105963,TSLA,179.8059,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:18:53.191972,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:18:53.285118,JNJ,148.42,147.25,146.67,146.825,148.725,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:18:53.364856,JPM,201.5232,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:18:53.443456,NVDA,1134.5195,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:18:53.525264,V,270.55,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:18:53.613291,UNH,497.71,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:18:53.697207,HD,330.77,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:18:53.785230,PG,165.94,163.93,164.54,163.69,166.065,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:18:54.705543,MA,441.375,443.48,447.07,441.135,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:18:54.797602,PYPL,63.2005,63.03,62.99,62.58,63.33,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:18:54.880376,DIS,102.99,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:18:54.961121,BAC,39.815,40.04,39.99,39.645,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:18:55.043940,TSM,154.6,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:18:55.130646,CMCSA,39.665,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:19:05.242592,AAPL,194.86,192.98,192.25,192.53,194.87,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:19:05.328347,MSFT,414.415,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:19:05.415142,AMZN,176.9946,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:19:05.512322,GOOGL,172.38,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:19:05.598431,META,474.62,470.87,466.83,468.24,476.66,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:19:05.687472,TSLA,180.0384,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:19:05.826071,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:19:05.908011,JNJ,148.45,147.25,146.67,146.825,148.725,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:19:05.992037,JPM,201.56,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:19:06.078999,NVDA,1135.39,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:19:06.162552,V,270.56,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:19:06.245086,UNH,497.4301,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:19:06.326161,HD,330.965,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:19:06.406302,PG,165.855,163.93,164.54,163.69,166.065,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:19:06.492510,MA,441.285,443.48,447.07,441.135,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:19:06.573634,PYPL,63.21,63.03,62.99,62.58,63.33,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:19:06.657830,DIS,103.0,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:19:06.743036,BAC,39.81,40.04,39.99,39.645,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:19:06.831809,TSM,154.665,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:19:07.304628,CMCSA,39.66,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:19:17.395636,AAPL,194.91,192.98,192.25,192.53,194.92,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:19:17.474370,MSFT,414.5,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:19:17.553830,AMZN,176.9834,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:19:17.628661,GOOGL,172.4,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:19:17.709353,META,474.625,470.87,466.83,468.24,476.66,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:19:17.791489,TSLA,180.09,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:19:17.870359,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:19:17.949173,JNJ,148.4272,147.25,146.67,146.825,148.725,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:19:18.034011,JPM,201.6,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:19:18.115203,NVDA,1135.8541,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:19:18.196346,V,270.53,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:19:18.273933,UNH,497.74,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:19:18.352713,HD,330.93,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:19:18.430747,PG,165.87,163.93,164.54,163.69,166.065,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:19:18.513789,MA,441.35,443.48,447.07,441.135,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:19:18.595095,PYPL,63.22,63.03,62.99,62.58,63.33,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:19:18.676368,DIS,103.03,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:19:18.749806,BAC,39.82,40.04,39.99,39.645,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:19:18.834252,TSM,154.77,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:19:18.909936,CMCSA,39.66,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:38:36.017465,AAPL,194.26,192.98,192.25,192.53,194.99,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:38:36.213428,MSFT,414.72,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:38:36.455813,AMZN,177.1601,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:38:36.642375,GOOGL,172.31,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:38:36.826466,META,475.895,470.87,466.83,468.24,477.43,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:38:37.011683,TSLA,179.69,178.35,178.08,177.25,182.639,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:38:37.239863,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:38:37.429554,JNJ,148.4337,147.25,146.67,146.825,148.88,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:38:37.616970,JPM,201.24,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:38:38.396868,NVDA,1136.21,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:38:38.580977,V,270.79,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:38:38.811033,UNH,496.2,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:38:38.990237,HD,332.24,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:38:39.184150,PG,166.015,163.93,164.54,163.69,166.065,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
